Материал название,Материал номер,Иерархия 0 уровень,Иерархия 0 номер,Иерархия 1 уровень,Иерархия 2 уровень,Иерархия 3 уровень,Материал. Признак 1,Материал. Признак 10,Материал. Признак 2,Материал. Признак 3,Материал. Признак 4,Материал. Признак 5,Материал. Признак 6,Материал. Признак 7,Материал. Признак 8,Материал. Признак 9,Материал. Размер 1,Материал. Размер 10,Материал. Размер 11,Материал. Размер 12,Материал. Размер 2,Материал. Размер 3,Материал. Размер 4,Материал. Размер 5,Материал. Размер 6,Материал. Размер 7,Материал. Размер 8,Материал. Размер 9
ТР БШ 76 7 СТ20 8732,000000000000006816,Труба,915,10190,1019004200,101900420001600,##,##,##,##,##,##,##,##,СТ20,8732,76,##,##,##,##,##,##,##,##,7,##,##
ТР БШ 76 8 СТ20 8732,000000000000006817,Труба,915,10190,1019004200,101900420001700,##,##,##,##,##,##,##,##,СТ20,8732,76,##,##,##,##,##,##,##,##,8,##,##
ТР БШ 83 НЕКОНД,000000000000006818,Прочие ТМП,925,10330,1033003100,103300310001100,##,НЕКОНД,##,##,##,##,##,##,##,##,83,##,##,##,##,##,##,##,##,##,##,##
ТР БШ 83 14 СТ20 8732,000000000000006819,Труба,915,10190,1019004300,101900430001300,##,##,##,##,##,##,##,##,СТ20,8732,83,##,##,##,##,##,##,##,##,14,##,##
ТР БШ 83 4 СТ20 8732,000000000000006820,Труба,915,10190,1019004300,101900430001100,##,##,##,##,##,##,##,##,СТ20,8732,83,##,##,##,##,##,##,##,##,4,##,##
ТР БШ 83 8 СТ20 8732,000000000000006821,Труба,915,10190,1019004300,101900430001200,##,##,##,##,##,##,##,##,СТ20,8732,83,##,##,##,##,##,##,##,##,8,##,##
ТР БШ 89 НЕКОНД,000000000000006822,Прочие ТМП,925,10330,1033003100,103300310001100,##,НЕКОНД,##,##,##,##,##,##,##,##,89,##,##,##,##,##,##,##,##,##,##,##
ТР БШ 89 10 СТ20 8732,000000000000006823,Труба,915,10190,1019004400,101900440002200,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,10,##,##
ТР БШ 89 11 СТ20 8732,000000000000006824,Труба,915,10190,1019004400,101900440002400,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,11,##,##
ТР БШ 89 12 СТ20 8732,000000000000006825,Труба,915,10190,1019004400,101900440002500,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,12,##,##
ТР БШ 89 16 СТ20 8732,000000000000006826,Труба,915,10190,1019004400,101900440002580,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,16,##,##
ТР БШ 89 18 СТ20 8732,000000000000006827,Труба,915,10190,1019004400,101900440002600,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,18,##,##
ТР БШ 89 22 СТ20 8732,000000000000006828,Труба,915,10190,1019004400,101900440002700,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,22,##,##
ТР БШ 89 3.5 СТ20 8732,000000000000006829,Труба,915,10190,1019004400,101900440001100,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,3.5,##,##
ТР БШ 89 4 СТ20 8732,000000000000006830,Труба,915,10190,1019004400,101900440001200,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,4,##,##
ТР БШ 89 4.5 СТ20 8732,000000000000006831,Труба,915,10190,1019004400,101900440001300,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,4.5,##,##
ТР БШ 89 5 СТ20 8732,000000000000006832,Труба,915,10190,1019004400,101900440001400,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,5,##,##
ТР БШ 89 5.5 СТ20 8732,000000000000006833,Труба,915,10190,1019004400,101900440001500,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,5.5,##,##
ТР БШ 89 6 СТ20 8732,000000000000006834,Труба,915,10190,1019004400,101900440001600,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,6,##,##
ТР БШ 89 7 СТ20 8732,000000000000006835,Труба,915,10190,1019004400,101900440001800,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,7,##,##
ТР БШ 89 7.5 СТ20 8732,000000000000006836,Труба,915,10190,1019004400,101900440001900,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,7.5,##,##
ТР БШ 89 8 СТ20 8732,000000000000006837,Труба,915,10190,1019004400,101900440002000,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,8,##,##
ТР БШ 89 9 СТ20 8732,000000000000006838,Труба,915,10190,1019004400,101900440002100,##,##,##,##,##,##,##,##,СТ20,8732,89,##,##,##,##,##,##,##,##,9,##,##
ТР БШ 90 НЕКОНД,000000000000006839,Прочие ТМП,925,10330,1033003100,103300310001100,##,НЕКОНД,##,##,##,##,##,##,##,##,90,##,##,##,##,##,##,##,##,##,##,##
ТР БШ 90 10 ГОСТ,000000000000006840,Труба,915,10190,1019004500,101900450001100,##,##,##,##,##,##,##,##,##,ГОСТ,90,##,##,##,##,##,##,##,##,10,##,##
ТР БШ 95 НЕКОНД,000000000000006841,Прочие ТМП,925,10330,1033003100,103300310001100,##,НЕКОНД,##,##,##,##,##,##,##,##,95,##,##,##,##,##,##,##,##,##,##,##
ТР БШ 95 14 СТ20 8732,000000000000006842,Труба,915,10190,1019004600,101900460001500,##,##,##,##,##,##,##,##,СТ20,8732,95,##,##,##,##,##,##,##,##,14,##,##
ТР БШ 95 18 СТ20 8732,000000000000006843,Труба,915,10190,1019004600,101900460001600,##,##,##,##,##,##,##,##,СТ20,8732,95,##,##,##,##,##,##,##,##,18,##,##
ТР БШ 95 19 СТ20 8732,000000000000006844,Труба,915,10190,1019004600,101900460001700,##,##,##,##,##,##,##,##,СТ20,8732,95,##,##,##,##,##,##,##,##,19,##,##
ТР БШ 95 3 СТ20 8732,000000000000006845,Труба,915,10190,1019004600,101900460001100,##,##,##,##,##,##,##,##,СТ20,8732,95,##,##,##,##,##,##,##,##,3,##,##
ТР БШ 95 5 СТ20 8732,000000000000006846,Труба,915,10190,1019004600,101900460001200,##,##,##,##,##,##,##,##,СТ20,8732,95,##,##,##,##,##,##,##,##,5,##,##
ТР БШ 95 5.5 СТ20 8732,000000000000006847,Труба,915,10190,1019004600,101900460001300,##,##,##,##,##,##,##,##,СТ20,8732,95,##,##,##,##,##,##,##,##,5.5,##,##
ТР БШ 95 6 СТ20 8732,000000000000006848,Труба,915,10190,1019004600,101900460001400,##,##,##,##,##,##,##,##,СТ20,8732,95,##,##,##,##,##,##,##,##,6,##,##
ТР БШ 102 НЕКОНД,000000000000006849,Прочие ТМП,925,10330,1033003100,103300310001100,##,НЕКОНД,##,##,##,##,##,##,##,##,102,##,##,##,##,##,##,##,##,##,##,##
ТР БШ 102 10 СТ20 8732,000000000000006850,Труба,915,10190,1019004700,101900470001800,##,##,##,##,##,##,##,##,СТ20,8732,102,##,##,##,##,##,##,##,##,10,##,##
ТР БШ 102 12 СТ20 8732,000000000000006851,Труба,915,10190,1019004700,101900470001900,##,##,##,##,##,##,##,##,СТ20,8732,102,##,##,##,##,##,##,##,##,12,##,##
ТР БШ 102 15 СТ20 8732,000000000000006852,Труба,915,10190,1019004700,101900470002000,##,##,##,##,##,##,##,##,СТ20,8732,102,##,##,##,##,##,##,##,##,15,##,##
ТР БШ 102 16 СТ20 8732,000000000000006853,Труба,915,10190,1019004700,101900470002000,##,##,##,##,##,##,##,##,СТ20,8732,102,##,##,##,##,##,##,##,##,16,##,##
ТР БШ 102 3.5 СТ20 8732,000000000000006854,Труба,915,10190,1019004700,101900470001100,##,##,##,##,##,##,##,##,СТ20,8732,102,##,##,##,##,##,##,##,##,3.5,##,##
ТР БШ 102 4 СТ20 8732,000000000000006855,Труба,915,10190,1019004700,101900470001200,##,##,##,##,##,##,##,##,СТ20,8732,102,##,##,##,##,##,##,##,##,4,##,##
ТР БШ 102 4.5 СТ20 8732,000000000000006856,Труба,915,10190,1019004700,101900470001300,##,##,##,##,##,##,##,##,СТ20,8732,102,##,##,##,##,##,##,##,##,4.5,##,##
ТР БШ 102 5 СТ20 8732,000000000000006857,Труба,915,10190,1019004700,101900470001400,##,##,##,##,##,##,##,##,СТ20,8732,102,##,##,##,##,##,##,##,##,5,##,##
ТР БШ 102 6 СТ20 8732,000000000000006858,Труба,915,10190,1019004700,101900470001500,##,##,##,##,##,##,##,##,СТ20,8732,102,##,##,##,##,##,##,##,##,6,##,##
ТР БШ 102 7 СТ20 8732,000000000000006859,Труба,915,10190,1019004700,101900470001600,##,##,##,##,##,##,##,##,СТ20,8732,102,##,##,##,##,##,##,##,##,7,##,##
ТР БШ 102 8 СТ20 8732,000000000000006860,Труба,915,10190,1019004700,101900470001700,##,##,##,##,##,##,##,##,СТ20,8732,102,##,##,##,##,##,##,##,##,8,##,##
ТР БШ 108 НЕКОНД,000000000000006861,Прочие ТМП,925,10330,1033003100,103300310001100,##,НЕКОНД,##,##,##,##,##,##,##,##,108,##,##,##,##,##,##,##,##,##,##,##
ТР БШ 108 10 СТ20 8732,000000000000006862,Труба,915,10190,1019004800,101900480001800,##,##,##,##,##,##,##,##,СТ20,8732,108,##,##,##,##,##,##,##,##,10,##,##
ТР БШ 108 12 СТ20 8732,000000000000006863,Труба,915,10190,1019004800,101900480001900,##,##,##,##,##,##,##,##,СТ20,8732,108,##,##,##,##,##,##,##,##,12,##,##
ТР БШ 108 16 СТ20 8732,000000000000006864,Труба,915,10190,1019004800,101900480002000,##,##,##,##,##,##,##,##,СТ20,8732,108,##,##,##,##,##,##,##,##,16,##,##
ТР БШ 108 22 СТ20 8732,000000000000006865,Труба,915,10190,1019004800,101900480002100,##,##,##,##,##,##,##,##,СТ20,8732,108,##,##,##,##,##,##,##,##,22,##,##
ТР БШ 108 28 СТ20 8732,000000000000006866,Труба,915,10190,1019004800,101900480002200,##,##,##,##,##,##,##,##,СТ20,8732,108,##,##,##,##,##,##,##,##,28,##,##
ТР БШ 108 3.5 СТ20 8732,000000000000006867,Труба,915,10190,1019004800,101900480001100,##,##,##,##,##,##,##,##,СТ20,8732,108,##,##,##,##,##,##,##,##,3.5,##,##
ТР БШ 108 4 СТ20 8732,000000000000006868,Труба,915,10190,1019004800,101900480001200,##,##,##,##,##,##,##,##,СТ20,8732,108,##,##,##,##,##,##,##,##,4,##,##
ТР БШ 108 4.5 СТ20 8732,000000000000006869,Труба,915,10190,1019004800,101900480001300,##,##,##,##,##,##,##,##,СТ20,8732,108,##,##,##,##,##,##,##,##,4.5,##,##
ТР БШ 108 5 СТ20 8732,000000000000006870,Труба,915,10190,1019004800,101900480001400,##,##,##,##,##,##,##,##,СТ20,8732,108,##,##,##,##,##,##,##,##,5,##,##
ТР БШ 108 6 СТ20 8732,000000000000006871,Труба,915,10190,1019004800,101900480001500,##,##,##,##,##,##,##,##,СТ20,8732,108,##,##,##,##,##,##,##,##,6,##,##
ТР БШ 108 7 СТ20 8732,000000000000006872,Труба,915,10190,1019004800,101900480001600,##,##,##,##,##,##,##,##,СТ20,8732,108,##,##,##,##,##,##,##,##,7,##,##
ТР БШ 108 8 СТ20 8732,000000000000006873,Труба,915,10190,1019004800,101900480001700,##,##,##,##,##,##,##,##,СТ20,8732,108,##,##,##,##,##,##,##,##,8,##,##
ТР БШ 114 НЕКОНД,000000000000006874,Прочие ТМП,925,10330,1033003100,103300310001100,##,НЕКОНД,##,##,##,##,##,##,##,##,114,##,##,##,##,##,##,##,##,##,##,##
ТР БШ 114 10 СТ20 8732,000000000000006875,Труба,915,10190,1019004900,101900490001800,##,##,##,##,##,##,##,##,СТ20,8732,114,##,##,##,##,##,##,##,##,10,##,##
ТР БШ 114 12 СТ20 8732,000000000000006876,Труба,915,10190,1019004900,101900490001900,##,##,##,##,##,##,##,##,СТ20,8732,114,##,##,##,##,##,##,##,##,12,##,##
ТР БШ 114 14 СТ20 8732,000000000000006877,Труба,915,10190,1019004900,101900490002000,##,##,##,##,##,##,##,##,СТ20,8732,114,##,##,##,##,##,##,##,##,14,##,##
ТР БШ 114 4 СТ20 8732,000000000000006878,Труба,915,10190,1019004900,101900490001100,##,##,##,##,##,##,##,##,СТ20,8732,114,##,##,##,##,##,##,##,##,4,##,##
ТР БШ 114 4.5 СТ20 8732,000000000000006879,Труба,915,10190,1019004900,101900490001200,##,##,##,##,##,##,##,##,СТ20,8732,114,##,##,##,##,##,##,##,##,4.5,##,##
ТР БШ 114 5 СТ20 8732,000000000000006880,Труба,915,10190,1019004900,101900490001300,##,##,##,##,##,##,##,##,СТ20,8732,114,##,##,##,##,##,##,##,##,5,##,##
ТР БШ 114 6 СТ20 8732,000000000000006881,Труба,915,10190,1019004900,101900490001400,##,##,##,##,##,##,##,##,СТ20,8732,114,##,##,##,##,##,##,##,##,6,##,##
ТР БШ 114 7 СТ20 8732,000000000000006882,Труба,915,10190,1019004900,101900490001500,##,##,##,##,##,##,##,##,СТ20,8732,114,##,##,##,##,##,##,##,##,7,##,##
ТР БШ 114 8 СТ20 8732,000000000000006883,Труба,915,10190,1019004900,101900490001600,##,##,##,##,##,##,##,##,СТ20,8732,114,##,##,##,##,##,##,##,##,8,##,##
ТР БШ 114 9 СТ20 8732,000000000000006884,Труба,915,10190,1019004900,101900490001700,##,##,##,##,##,##,##,##,СТ20,8732,114,##,##,##,##,##,##,##,##,9,##,##
ТР БШ 121 НЕКОНД,000000000000006885,Прочие ТМП,925,10330,1033003100,103300310001100,##,НЕКОНД,##,##,##,##,##,##,##,##,121,##,##,##,##,##,##,##,##,##,##,##
ТР БШ 121 14 СТ20 8732,000000000000006886,Труба,915,10190,1019005000,101900500001600,##,##,##,##,##,##,##,##,СТ20,8732,121,##,##,##,##,##,##,##,##,14,##,##
ТР БШ 121 20 СТ20 8732,000000000000006887,Труба,915,10190,1019005000,101900500001700,##,##,##,##,##,##,##,##,СТ20,8732,121,##,##,##,##,##,##,##,##,20,##,##
ТР БШ 121 24 СТ20 8732,000000000000006888,Труба,915,10190,1019005000,101900500001800,##,##,##,##,##,##,##,##,СТ20,8732,121,##,##,##,##,##,##,##,##,24,##,##
ТР БШ 121 28 СТ20 8732,000000000000006889,Труба,915,10190,1019005000,101900500001900,##,##,##,##,##,##,##,##,СТ20,8732,121,##,##,##,##,##,##,##,##,28,##,##
ТР БШ 121 5 СТ20 8732,000000000000006890,Труба,915,10190,1019005000,101900500001100,##,##,##,##,##,##,##,##,СТ20,8732,121,##,##,##,##,##,##,##,##,5,##,##
ТР БШ 121 6 СТ20 8732,000000000000006891,Труба,915,10190,1019005000,101900500001200,##,##,##,##,##,##,##,##,СТ20,8732,121,##,##,##,##,##,##,##,##,6,##,##
ТР БШ 121 7 СТ20 8732,000000000000006892,Труба,915,10190,1019005000,101900500001300,##,##,##,##,##,##,##,##,СТ20,8732,121,##,##,##,##,##,##,##,##,7,##,##
ТР БШ 121 8 СТ20 8732,000000000000006893,Труба,915,10190,1019005000,101900500001400,##,##,##,##,##,##,##,##,СТ20,8732,121,##,##,##,##,##,##,##,##,8,##,##
ТР БШ 121 9 СТ20 8732,000000000000006894,Труба,915,10190,1019005000,101900500001500,##,##,##,##,##,##,##,##,СТ20,8732,121,##,##,##,##,##,##,##,##,9,##,##
ТР БШ 127 НЕКОНД,000000000000006895,Прочие ТМП,925,10330,1033003100,103300310001100,##,НЕКОНД,##,##,##,##,##,##,##,##,127,##,##,##,##,##,##,##,##,##,##,##
ТР БШ 127 12 СТ20 8732,000000000000006896,Труба,915,10190,1019005100,101900510001700,##,##,##,##,##,##,##,##,СТ20,8732,127,##,##,##,##,##,##,##,##,12,##,##
ТР БШ 127 16 СТ20 8732,000000000000006897,Труба,915,10190,1019005100,101900510001900,##,##,##,##,##,##,##,##,СТ20,8732,127,##,##,##,##,##,##,##,##,16,##,##
ТР БШ 127 25 СТ20 8732,000000000000006898,Труба,915,10190,1019005100,101900510002000,##,##,##,##,##,##,##,##,СТ20,8732,127,##,##,##,##,##,##,##,##,25,##,##
ТР БШ 127 4 СТ20 8732,000000000000006899,Труба,915,10190,1019005100,101900510001100,##,##,##,##,##,##,##,##,СТ20,8732,127,##,##,##,##,##,##,##,##,4,##,##
ТР БШ 127 5 СТ20 8732,000000000000006900,Труба,915,10190,1019005100,101900510001200,##,##,##,##,##,##,##,##,СТ20,8732,127,##,##,##,##,##,##,##,##,5,##,##
ТР БШ 127 6 СТ20 8732,000000000000006901,Труба,915,10190,1019005100,101900510001300,##,##,##,##,##,##,##,##,СТ20,8732,127,##,##,##,##,##,##,##,##,6,##,##
ТР БШ 127 7 СТ20 8732,000000000000006902,Труба,915,10190,1019005100,101900510001400,##,##,##,##,##,##,##,##,СТ20,8732,127,##,##,##,##,##,##,##,##,7,##,##
ТР БШ 127 8 СТ20 8732,000000000000006903,Труба,915,10190,1019005100,101900510001500,##,##,##,##,##,##,##,##,СТ20,8732,127,##,##,##,##,##,##,##,##,8,##,##
ТР БШ 127 9 СТ20 8732,000000000000006904,Труба,915,10190,1019005100,101900510001600,##,##,##,##,##,##,##,##,СТ20,8732,127,##,##,##,##,##,##,##,##,9,##,##
ТР БШ 133 НЕКОНД,000000000000006905,Прочие ТМП,925,10330,1033003100,103300310001100,##,НЕКОНД,##,##,##,##,##,##,##,##,133,##,##,##,##,##,##,##,##,##,##,##
ТР БШ 133 10 СТ20 8732,000000000000006906,Труба,915,10190,1019005200,101900520001700,##,##,##,##,##,##,##,##,СТ20,8732,133,##,##,##,##,##,##,##,##,10,##,##
ТР БШ 133 14 СТ20 8732,000000000000006907,Труба,915,10190,1019005200,101900520001800,##,##,##,##,##,##,##,##,СТ20,8732,133,##,##,##,##,##,##,##,##,14,##,##
ТР БШ 133 20 СТ20 8732,000000000000006908,Труба,915,10190,1019005200,101900520001900,##,##,##,##,##,##,##,##,СТ20,8732,133,##,##,##,##,##,##,##,##,20,##,##
ТР БШ 133 22 СТ20 8732,000000000000006909,Труба,915,10190,1019005200,101900520002000,##,##,##,##,##,##,##,##,СТ20,8732,133,##,##,##,##,##,##,##,##,22,##,##
ТР БШ 133 4 СТ20 8732,000000000000006910,Труба,915,10190,1019005200,101900520001100,##,##,##,##,##,##,##,##,СТ20,8732,133,##,##,##,##,##,##,##,##,4,##,##
ТР БШ 133 4.5 СТ20 8732,000000000000006911,Труба,915,10190,1019005200,101900520001200,##,##,##,##,##,##,##,##,СТ20,8732,133,##,##,##,##,##,##,##,##,4.5,##,##
ТР БШ 133 5 СТ20 8732,000000000000006912,Труба,915,10190,1019005200,101900520001300,##,##,##,##,##,##,##,##,СТ20,8732,133,##,##,##,##,##,##,##,##,5,##,##
ТР БШ 133 6 СТ20 8732,000000000000006913,Труба,915,10190,1019005200,101900520001400,##,##,##,##,##,##,##,##,СТ20,8732,133,##,##,##,##,##,##,##,##,6,##,##
ТР БШ 133 8 СТ20 8732,000000000000006914,Труба,915,10190,1019005200,101900520001500,##,##,##,##,##,##,##,##,СТ20,8732,133,##,##,##,##,##,##,##,##,8,##,##
ТР БШ 133 9 СТ20 8732,000000000000006915,Труба,915,10190,1019005200,101900520001600,##,##,##,##,##,##,##,##,СТ20,8732,133,##,##,##,##,##,##,##,##,9,##,##
ТР БШ 140 НЕКОНД,000000000000006916,Прочие ТМП,925,10330,1033003100,103300310001100,##,НЕКОНД,##,##,##,##,##,##,##,##,140,##,##,##,##,##,##,##,##,##,##,##
ТР БШ 140 10 СТ20 8732,000000000000006917,Труба,915,10190,1019005300,101900530001700,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,10,##,##
ТР БШ 140 11 СТ20 8732,000000000000006918,Труба,915,10190,1019005300,101900530001750,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,11,##,##
ТР БШ 140 12 СТ20 8732,000000000000006919,Труба,915,10190,1019005300,101900530001800,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,12,##,##
ТР БШ 140 14 СТ20 8732,000000000000006920,Труба,915,10190,1019005300,101900530001900,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,14,##,##
ТР БШ 140 15 СТ20 8732,000000000000006921,Труба,915,10190,1019005300,101900530002000,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,15,##,##
ТР БШ 140 16 СТ20 8732,000000000000006922,Труба,915,10190,1019005300,101900530002100,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,16,##,##
ТР БШ 140 18 СТ20 8732,000000000000006923,Труба,915,10190,1019005300,101900530002150,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,18,##,##
ТР БШ 140 20 СТ20 8732,000000000000006924,Труба,915,10190,1019005300,101900530002200,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,20,##,##
ТР БШ 140 30 СТ20 8732,000000000000006925,Труба,915,10190,1019005300,101900530002400,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,30,##,##
ТР БШ 140 5 СТ20 8732,000000000000006926,Труба,915,10190,1019005300,101900530001100,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,5,##,##
ТР БШ 140 5.5 СТ20 8732,000000000000006927,Труба,915,10190,1019005300,101900530001200,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,5.5,##,##
ТР БШ 140 6 СТ20 8732,000000000000006928,Труба,915,10190,1019005300,101900530001300,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,6,##,##
ТР БШ 140 7 СТ20 8732,000000000000006929,Труба,915,10190,1019005300,101900530001400,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,7,##,##
ТР БШ 140 8 СТ20 8732,000000000000006930,Труба,915,10190,1019005300,101900530001500,##,##,##,##,##,##,##,##,СТ20,8732,140,##,##,##,##,##,##,##,##,8,##,##
ТР БШ 146 НЕКОНД,000000000000006931,Прочие ТМП,925,10330,1033003100,103300310001100,##,НЕКОНД,##,##,##,##,##,##,##,##,146,##,##,##,##,##,##,##,##,##,##,##
ТР БШ 146 10 СТ20 8732,000000000000006932,Труба,915,10190,1019005400,101900540001500,##,##,##,##,##,##,##,##,СТ20,8732,146,##,##,##,##,##,##,##,##,10,##,##
ТР БШ 146 11 СТ20 8732,000000000000006933,Труба,915,10190,1019005400,101900540001600,##,##,##,##,##,##,##,##,СТ20,8732,146,##,##,##,##,##,##,##,##,11,##,##
ТР БШ 146 12 СТ20 8732,000000000000006934,Труба,915,10190,1019005400,101900540001700,##,##,##,##,##,##,##,##,СТ20,8732,146,##,##,##,##,##,##,##,##,12,##,##
